Issuer,Symbol,Manager1,IPOPrice,OpenPrice,ClosePrice,PxChng,OpeningChng,Ratings,Performed
Cidara Therapeutics  ,CDTX,Jefferies,16,16.11,16,0,0.11,2,Missed
Aduro Biotech  ,ADRO,BofA Merrill Lynch,17,32,42,147.06,15,3,
Etsy ,ETSY,Goldman Sachs,16,31,30,87.5,15,3,
Party City Holdco ,PRTY,Goldman Sachs,17,20.5,20.7,21.76,3.5,3,
Virtu Financial ,VIRT,Goldman Sachs,19,23,22.18,16.74,4,2,
National Storage Affiliates Trust  (NSA),NSA,Jefferies,13,13,13,0,0,1,
Apigee  ,APIC,Morgan Stanley,17,20,16.7,-1.76,3,3,
Atlantic Alliance Partnership ,AAPC,Citigroup,10,10.01,10.06,0.6,0.01,1,
"Enviva Partners, LP  ",EVA,Barclays,20,20,21.5,7.5,0,3,
Blueprint Medicines ,BPMC,Goldman Sachs,18,23.4,18.87,4.83,5.4,3,
Arowana ,ARWAU,EarlyBirdCapital,10,10.01,10.02,0.2,0.01,1,
"Black Stone Minerals, L.P. ",BSM,Barclays,19,19.15,18.24,-4,0.15,2,Missed
OpGen ,OPGN,Maxim Group,6,5.3,4.85,-19.17,-0.7,1,
Adaptimmune Therapeutics PLC ,ADAP,BofA Merrill Lynch,17,19.25,16,-5.88,2.25,1,
CoLucid Pharmaceuticals  ,CLCD,Piper Jaffray,10,7.8,8,-20,-2.2,1,
HTG Molecular Diagnostics ,HTGM,Leerink Partners,14,14,13.77,-1.64,0,2,Missed
Collegium Pharmaceutical ,COLL,Jefferies,12,12,12.29,2.42,0,1,
"Tallgrass Energy GP, LP ",TEGP,Citigroup,29,30.9,31.75,9.48,1.9,3,
Bojangles ,BOJA,BofA Merrill Lynch,19,26.55,23.75,25,7.55,3,
"EQT GP Holdings, LP ",EQGP,Barclays,27,32,32.96,22.07,5,3,
Jaguar Animal Health  ,JAGX,Aegis Capital Corp,7,7,6.78,-3.14,0,1,
Fenix Parts ,FENX,BMO Capital Markets,8,7.8,8.44,5.5,-0.2,1,
Arcadia Biosciences  ,RKDA,Credit Suisse,8,7.49,7.3,-8.75,-0.51,1,
Fortress Transportation and Infrastructure Investors ,FTAI,Citigroup,17,16,16.55,-2.65,-1,1,
GP Investments Acquisition ,GPIAU,Citigroup,10,10.05,10.02,0.2,0.05,1,
PGA Holdings  ,PGND,Barclays,25,27.67,27.5,10,2.67,2,
Shopify ,SHOP,Morgan Stanley,17,28,25.68,51.06,11,3,
"PennTex Midstream Partners, LP ",PTXP,Citigroup,20,20.95,19.48,-2.6,0.95,2,
DAVIDsTEA ,DTEA,Goldman Sachs,19,25,27,42.11,6,3,
Axovant Sciences ,AXON,Jefferies,15,20.93,29.9,99.33,5.93,3,
Electrum Special Acquisition ,ELECU,Cantor,10,10.06,10.15,1.5,0.06,1,
People's Utah Bancorp ,PUB,Deutsche Bank,14.4,15.76,16.7,15.97,1.36,1,Missed
Wingstop  ,WING,Morgan Stanley,19,30.5,30.59,61,11.5,3,
Invuity ,IVTY,Piper Jaffray,12,12.75,14.92,24.33,0.75,1,
Fitbit  ,FIT,Morgan Stanley,20,30.4,29.68,48.4,10.4,4,
Univar ,UNVR,Deutsche Bank,22,24.1,24.05,9.32,2.1,2,
8point3 Energy Partners LP  ,CAFD,Goldman Sachs,21,20.8,20.49,-2.43,-0.2,2,Missed
Fogo de Chão ,FOGO,Jefferies,20,25.24,25.75,28.75,5.24,4,
MINDBODY ,MB,Morgan Stanley,14,16.22,11.56,-17.43,2.22,3,
Ritter Pharmaceuticals ,RTTR,Aegis Capital Corp,5,5,4.96,-0.8,0,1,
Catabasis Pharmaceuticals  (CATB),CATB,Citigroup,12,12.74,13,8.33,0.74,1,
Gener8 Maritime  ,GNRT,Citigroup,14,12.75,13.1,-6.43,-1.25,1,
Lantheus Holdings ,LNTH,Credit Suisse,14,16.22,11.56,-17.43,2.22,1,
Milacron Holdings  ,MCRN,BofA Merrill Lynch,20,19.5,19.58,-2.1,-0.5,2,Missed
TransUnion  ,TRU,Goldman Sachs,22.5,24.62,24.5,8.89,2.12,2,
Alarm.com Holdings  ,ALRM,Goldman Sachs,14,16.05,16.88,20.57,2.05,3,
AppFolio ,APPF,Morgan Stanley,12,12.15,14.08,17.33,0.15,2,
Green Plains Partners LP  ,GPP,Barclays,15,15.23,15,0,0.23,1,
Seres Therapeutics  ,MCRB,Goldman Sachs,18,31.36,51.4,185.56,13.36,3,
Yulong Eco-Materials ,YECO,Axiom Capital Management,6.25,6.25,6.17,-1.28,0,1,
CNX Coal Resources LP  ,CNXC,BofA Merrill Lynch,15,15,15.41,2.73,0,1,
Unique Fabricating  ,UFAB,Roth Capital Partners,9.5,12.5,13.49,42,3,1,Missed
Natera ,NTRA,Morgan Stanle,18,22.1,22.74,26.33,4.1,3,
Chiasma ,CHMA,Barclays,16,20.99,20,25,4.99,3,
Jupai Holdings ,JP,Credit Suisse,10,10.41,11.08,10.8,0.41,1,
ProNAi Therapeutics ,DNAI,Jefferies,17,28.68,30.8,81.18,11.68,3,
MCBC Holdings ,MCFT,Baird,15,15.5,15.92,6.13,0.5,2,
Ooma ,OOMA,Credit Suisse,13,12.1,10.95,-15.77,-0.9,1,
Rapid7 ,RPD,Morgan Stanley,16,26.75,25.28,58,10.75,4,
Hennessy Capital Acquisition Corp II  ,HCACU,UBS Investment Bank,10,10,10,0,0,1,
Neos Therapeutics ,NEOS,UBS Investment Bank,15,18.22,19.54,30.27,3.22,1,Missed
JM Global Holding ,WYIGU,Cantor,10,10,10.06,0.6,0,1,
NantKwest ,NK,BofA Merrill Lynch,25,37,34.64,38.56,12,3,
Easterly Acquisition   ,EACQU,Citigroup,10,10,9.99,-0.1,0,1,
Global Partner Acquisition ,GPACU,Deutsche Bank,10,10.01,10.03,0.3,0.01,1,
vTv Therapeutics ,VTV,Piper Jaffray,15,14,10.89,-27.4,-1,2,Missed
Aqua Metals  ,AQMS,National Securities Corporation,5,6.5,5.35,7,1.5,1,
Amplify Snack Brands ,BETR,Goldman Sachs,18,17,16.14,-10.33,-1,3,Missed
Sunrun ,RUN,Credit Suisse,14,13.06,10.77,-23.07,-0.94,1,
Zynerba Pharmeceuticals ,ZYNE,Jefferies,14,18,16.25,16.07,4,3,
Aimmune Therapeutics ,AIMT,BofA Merrill Lynch,16,17.5,24.1,50.63,1.5,3,
Global Blood Therapeutics ,GBT,Morgan Stanley,20,34.65,43.11,115.55,14.65,3,
Conifer Holdings ,CNFR,BMO Capital Markets,10.5,9.75,10.5,0,-0.75,1,
E-compass Acquisition ,ECACU,Cantor,10,10.05,10.04,0.4,0.05,1,
Houlihan Lokey ,HLI,BofA Merrill Lynch,21,22.11,22.4,6.67,1.11,1,
Gores Holdings ,GRSHU,Deutsche Bank,10,10.03,10.49,4.9,0.03,1,
Double Eagle Acquisition ,EAGLU,Deutsche Bank,10,10.01,10.05,0.5,0.01,1,
Pace Holdings  ,PACEU,Deutsche Bank,10,10.1,10.11,1.1,0.1,1,
REGENXBIO Inc.  ,RGNX,Morgan Stanley,22,30.26,30.45,38.41,8.26,3,
Nabriva Therapeutics AG ,NBRV,Leerink Partners,10.25,11.39,13.24,29.17,1.14,2,
Boulevard Acquisition Corp. II  ,BLVDU,Citigroup,10,10,9.96,-0.4,0,1,
Edge Therapeutics ,EDGE,Leerink Partners,11,11.6,12.94,17.64,0.6,1,
Mirna Therapeutics ,MIRN,Citigroup,7,7.25,7.04,0.57,0.25,1,
Performance Food Group  ,PFGC,Credit Suisse,19,19,19.2,1.05,0,1,
Surgery Partners ,SGRY,BofA Merrill Lynch,19,17.45,18.11,-4.68,-1.55,1,
Aclaris Therapeutics ,ACRS,Jefferies,11,11.94,11.05,0.45,0.94,1,
Pure Storage ,PSTG,Morgan Stanley,17,16.74,16.01,-5.82,-0.26,3,Missed
Allegiance Bancshares ,ABTX,Baird,21,22.31,23.12,10.1,1.31,1,
CytomX Therapeutics ,CTMX,BofA Merrill Lynch,12,15.6,12.9,7.5,3.6,1,
CPI Card Group ,PMTS,BMO Capital Markets,10,11,12.17,21.7,1,1,
Capitol Acquisition Corp. III ,CLACU,Citigroup,10,10,10,0,0,1,
Cerecor ,CERCU,Maxim Group LLC,6.5,6.59,6.4,-1.54,0.09,1,
First Data   ,FDC,Citigroup,16,16.39,15.75,-1.56,0.39,1,
Pacific Special Acquisition ,PAACU,EarlyBirdCapital,10,10.02,10.03,0.3,0.02,1,
American Farmland ,AFCO,Deutsche Bank,8,7,6.93,-13.38,-1,1,
Ferrari N.V. ,RACE,UBS Investment Bank,52,60,55,5.77,8,3,
Multi Packaging Solutions International ,MPSX,BofA Merrill Lynch,13,13.25,15.83,21.77,0.25,1,
Dimension Therapeutics ,DMTX,Goldman Sachs,13,12.6,10.8,-16.92,-0.4,1,
MyoKardia ,MYOK,Credit Suisse,10,11.08,10.53,5.3,1.08,1,
Advanced Accelerator Applications S.A. ,AAAP,Citigroup,16,18.5,24.5,53.13,2.5,1,Missed
Wave Life Sciences Pte Ltd. ,WVE,Jefferies,16,17.05,16,0,1.05,2,
Instructure ,INST,Morgan Stanley,16,16,18,12.5,0,2,
Axsome Therapeutics ,AXSM,Ladenburg Thalmann,9,9,9.07,0.78,0,1,
Mimecast Ltd. ,MIME,Goldman Sachs,10,11,10.1,1,1,3,
Square,SQ,Goldman Sachs,9,11.2,13.07,45.22,2.2,1,
Andina Acquisition Corp. II ,ANDAU,EarlyBirdCapital,10,9.97,9.9,-1,-0.03,1,
Atlassian Corporation Plc ,TEAM,Goldman Sachs,21,27.67,27.78,32.29,6.67,3,
Yirendai Ltd. ,YRD,Morgan Stanley,10,10,9.1,-9,0,1,
GlycoMimetics ,GLYC,Jefferies,8,10.4,9.01,12.63,2.4,2,
"Cypress Energy Partners, L.P. ",CELP,Raymond James,20,20,21.3,6.5,0,1,
American Capital Senior Floating ,ACSF,Morgan Stanley,15,13.25,13.38,-10.8,-1.75,1,
EP Energy  ,EPE,Credit Suisse,20,19.9,18.08,-9.6,-0.1,1,
Hennessy Capital Acquisition  (HCACU) (u),HCACU,Deutsche Bank,10,10,10.02,0.2,0,1,
RSP Permian  ,RSPP,Barclays,19.5,20.5,20.15,3.33,1,2,
Santander Consumer USA Holdings  ,SC,Citigroup,24,25.75,25.28,5.33,1.75,2,
Care.com ,CRCM,Morgan Stanley,17,21.21,24.3,42.94,4.21,3,
Rice Energy ,RICE,Barclays,21,21.9,21.9,4.29,0.9,2,
Celladon ,CLDN,Barclays,8,9.9,8.18,2.25,1.9,2,
Dicerna Pharmaceuticals ,DRNA,Jefferies,15,30,46,206.67,15,3,
Cara Therapeutics ,CARA,Stifel,11,11.62,12.91,17.36,0.62,2,
Intrawest Resorts Holdings ,SNOW,Goldman Sachs,12,11.13,11.9,-0.83,-0.87,1,
Malibu Boats ,MBUU,Raymond James,14,17.3,17.75,26.79,3.3,1,
New Home Company (The) ,NWHM,Citigroup,11,11.5,12.2,10.91,0.5,1,
Trevena ,TRVN,Barclays,7,7.11,6.5,-7.14,0.11,2,Missed
Auspex Pharmaceuticals  ,ASPX,Stifel,11,14.49,15.66,42.36,3.49,2,
Biocept  ,BIOC,Aegis Capital Corp,10,10,9.4,-6,0,1,
Continental Building Products ,CBPX,Citigroup,14,14.66,15.19,8.5,0.66,1,
Genocea Biosciences ,GNCA,Citigroup,12,11.73,11,-8.33,-0.27,3,Missed
uniQure B.V.   ,QURE,Jefferies,17,17,14.61,-14.06,0,2,Missed
CM Finance ,CMFN,Raymond James,15,15.3,15.81,5.4,0.3,1,
Egalet   ,EGLT,Stifel,12,12.5,12,0,0.5,2,
Eleven Biotherapeutics ,EBIO,Citigroup,10,10.38,10.85,8.5,0.38,2,
Ladder Capital ,LADR,Deutsche Bank,17,16.5,16.99,-0.06,-0.5,1,
Argos Therapeutics  ,ARGS,Piper Jaffray,8,9,8,0,1,2,
NephroGenex ,NRX,Aegis Capital Corp,12,12.12,11.54,-3.83,0.12,1,
Eagle Pharmaceuticals  ,EGRX,Piper Jaffray,15,15.5,12.83,-14.47,0.5,2,
Flexion Therapeutics ,FLXN,BMO Capital Markets,13,16,14.71,13.15,3,1,
Amedica  ,AMDA,JMP Securities,5.75,6.16,5.39,-6.26,0.41,1,
Boulevard Acquisition  ,BLVDU,Citigroup,10,10.5,10,0,0.5,1,
Concert Pharmaceuticals  ,CNCE,UBS Investment Bank,14,15.75,14.18,1.29,1.75,2,
Installed Building Products ,IBP,Deutsche Bank,11,12.3,12.8,16.36,1.3,1,
Semler Scientific ,SMLR,Aegis Capital Corp,7,6,6.99,-0.14,-1,1,
Lumenis Ltd.,LMNS,Goldman Sachs,12,12.5,12.15,1.25,0.5,1,
Varonis Systems ,VRNS,Morgan Stanley,22,39,44,100,17,3,
TriplePoint Venture Growth BDC ,TPVG,Morgan Stanley,15,15,15.65,4.33,0,1,
Aquinox Pharmaceuticals  ,AQXP,Jefferies,11,11.8,11.95,8.64,0.8,2,
COUPONS.com ,COUP,Goldman Sachs,16,27.15,30,87.5,11.15,3,
Recro Pharma  ,REPH,Aegis Capital Corp,8,8.53,8.3,3.75,0.53,1,
Achaogen ,AKAO,Credit Suisse,12,12.85,14.3,19.17,0.85,2,
Galmed Pharmaceuticals ,GLMD,Maxim Group LLC,13.5,17,14.31,6,3.5,1,
Castlight Health   ,CSLT,Goldman Sachs,16,37.5,39.8,148.75,21.5,3,
Paylocity Holding  ,PCTY,Deutsche Bank,17,31,24.04,41.41,14,3,
Akebia Therapeutics ,AKBA,Morgan Stanley,17,22.9,26.69,57,5.9,3,
MediWound Ltd.   ,MDWD,Credit Suisse,14,16,17.27,23.36,2,3,
A10 Networks ,ATEN,Morgan Stanley,15,13.75,16.21,8.07,-1.25,3,
Amber Road ,AMBR,Stifel,13,17.5,17,30.77,4.5,2,
Borderfree ,BRDR,Credit Suisse,16,21,20,25,5,3,
Ruthigen ,RTGN,Deutsche Bank,7.25,8.32,7.25,0,1.07,1,
Versartis  ,VSAR,Morgan Stanley,21,28,31.37,49.38,7,3,
Nord Anglia Education ,NORD,Credit Suisse,16,17.5,18,12.5,1.5,3,
Applied Genetic Technologies ,AGTC,BMO Capital Markets,12,12.75,14.76,23,0.75,2,
"2U, Inc. ",TWOU,Goldman Sachs,13,13,13.98,7.54,0,3,Missed
Aerohive Networks ,HIVE,Goldman Sachs,10,8.95,10,0,-1.05,3,Missed
CBS Outdoor Americas   ,CSBSO,Goldman Sachs,28,30.1,29.5,5.36,2.1,2,
1347 Property Insurance Holdings ,PIH,Aegis Capital Corp,8,8,7.95,-0.62,0,1,
Rubicon Project (The) ,RUBI,Morgan Stanley,15,17.5,20.09,33.93,2.5,1,Missed
Corium International ,CORI,Jefferies,8,8.26,8,0,0.26,1,
Grubhub   ,GRUB,Citigroup,26,40,34,30.77,14,2,
Opower ,OPWR,Morgan Stanley,19,25,23,21.05,6,3,
iKang Healthcare Group ,KANG,BofA Merrill Lynch,14,16.5,15.2,8.57,2.5,3,
Adamas Pharmaceuticals ,ADMS,Credit Suisse,16,16.89,14.01,-12.44,0.89,2,
Ally Financial ,ALLY,Citigroup,25,24.25,23.98,-4.08,-0.75,1,
Cerulean Pharma  ,CERU,Leerink Partners,7,7.1,6.85,-2.14,0.1,1,
"Enable Midstream Partners, LP ",ENBL,Morgan Stanley,20,21.5,22.2,11,1.5,2,
Phibro Animal Health ,PAHC,BofA Merrill Lynch,15,16.31,17,13.33,1.31,1,
Zoe's Kitchen  ,ZOES,Jefferies,15,25.65,24.72,64.8,10.65,3,
City Office REIT  ,CIO,Janney Montgomery Scott,12.5,12.5,12.4,-0.8,0,1,
Paycom Software ,PAYC,Barclays,15,17.9,15.35,2.33,2.9,1,
Moelis  ,MC,Goldman Sachs,25,27,26.15,4.6,2,1,
Leju Holdings Limited ,LEJU,Credit Suisse,10,10.8,11.86,18.6,0.8,1,
Sabre  ,SABR,Morgan Stanley,16,16.79,16.5,3.13,0.79,1,
Sportsmans Warehouse Holdings  ,SPWH,Credit Suisse,9.5,9.5,9.75,2.63,0,1,
Vital Therapies ,VTL,BofA Merrill Lynch,12,12.25,12,0,0.25,1,
Quotient ,QTNTU,UBS Investment Bank,8,7.9,7.45,-6.88,-0.1,1,
Aldeyra Therapeutics ,ALDX,Aegis Capital Corp,8,7.5,7.2,-10,-0.5,1,
Papa Murphy's Holdings ,FRSH,Jefferies,11,12.1,11.05,0.45,1.1,1,
SCYNEXIS ,SCYX,RBC Capital Markets,10,9.65,9,-10,-0.35,1,
GasLog Partners LP  ,GLOP,Citigroup,21,25.5,26.11,24.33,4.5,3,
Alder BioPharmaceuticals  ,ALDR,Credit Suisse,10,10.35,10.03,0.3,0.35,1,
Cheetah Mobile  ,CMCM,Morgan Stanley,14,15.25,14.1,0.71,1.25,2,
K2M Group Holdings ,KTWO,Piper Jaffray,15,15,15,0,0,1,
Alcentra Capital ,ABDC,Raymond James,15,15,15.05,0.33,0,1,
Tuniu ,TOUR,Morgan Stanley,9,9,10.07,11.89,0,2,
PBF Logistics LP ,PBFX,Barclays,23,28,27.68,20.35,5,3,
Zendesk ,ZEN,Goldman Sachs,9,11.4,13.43,49.22,2.4,1,Missed
TrueCar ,TRUE,Goldman Sachs,9,9.7,10.06,11.78,0.7,1,
JD.com ,JD,BofA Merrill Lynch,19,21.7,20.9,10,2.7,3,
SunEdison Semiconductor  ,SEMI,Deutsche Bank,13,15.01,15,15.38,2.01,1,Missed
Agile Therapeutics  ,AGRX,RBC Capital Markets,6,5.5,5.54,-7.67,-0.5,1,
Heritage Insurance Holdings   ,HRTG,Citigroup,11,11.55,11.5,4.55,0.55,1,
Parsley Energy ,PE,Credit Suisse,18.5,22.3,22.2,20,3.8,3,
Arista Networks ,ANET,Morgan Stanley,43,55.25,55,27.91,12.25,3,
Radius Health  ,RDUS,Jefferies,8,8.05,8.01,0.12,0.05,1,
WL Ross Holding  ,WLRHU,Deutsche Bank,10,10.8,10.15,1.5,0.8,1,
Mobile Iron  ,MOBL,Morgan Stanley,9,10,11.02,22.44,1,3,
Trinseo S.A.  ,TSE,Goldman Sachs,19,20.43,20.25,6.58,1.43,2,
Zhaopin Ltd ,ZPIN,Credit Suisse,13.5,14.51,14.65,8.52,1.01,3,
Abengoa Yield plc ,ABY,Citigroup,29,35.15,37,27.59,6.15,3,
Aspen Aerogels ,ASPN,Barclays,11,11,10.75,-2.27,0,1,
Memorial Resource Development  ,MRD,Citigroup,19,21.26,22.16,16.63,2.26,2,
Century Communities ,CCS,FBR,23,23,21.25,-7.61,0,2,Missed
Foresight Energy LP ,FELP,Barclays,20,20,19,-5,0,2,Missed
Parnell Pharmaceuticals Holdings   ,PARN,Jefferies,10,9.25,8.05,-19.5,-0.75,1,
Signal Genetics ,SGNL,Aegis Capital Corp,10,9.25,9.09,-9.1,-0.75,1,
Viper Energy Partners LP ,VNOM,Barclays,26,31.5,32.35,24.42,5.5,3,
Ardelyx  ,ARDX,Citigroup,14,14.5,14.11,0.79,0.5,2,
Markit Ltd.  ,MRKT,BofA Merrill Lynch,24,26.15,26.7,11.25,2.15,3,
ZAFGEN ,ZFGN,Leerink Partners,16,20,19.75,23.44,4,2,
Eclipse Resources ,ECR,Citigroup,27,27,25.75,-4.63,0,2,Missed
Kite Pharma  ,KITE,Jefferies,17,25.45,29,70.59,8.45,3,
Adeptus Health  ,ADPT,Deutsche Bank,22,25.16,25.75,17.05,3.16,2,
Materialise NV ,MTLS,Piper Jaffray,12,12,12,0,0,3,Missed
Amphastar Pharmaceuticals  ,AMPH,Jefferies,7,7,8.75,25,0,2,
Garnero Group Acquisition ,GGACU,EarlyBirdCapital,10,10.03,10.01,0.1,0.03,1,
TCP International Holdings Ltd.  ,TCPI,Deutsche Bank,11,11,10.43,-5.18,0,1,
"NextEra Energy Partners, LP  ",NEP,BofA Merrill Lynch,25,32.55,32,28,7.55,3,
Minerva Neurosciences ,NERV,Jefferies,6,6,6.05,0.83,0,1,
GlobeImmune  ,GBIM,Aegis Capital Corp,10,11,11.05,10.5,1,1,
1347 Capital Corp. ,TFSCU,EarlyBirdCapital,10,10,10.03,0.3,0,1,
iRadimed  ,IRMD,Roth Capital Partners,6.25,10,9.9,58.4,3.75,1,Missed
CareDx  ,CDNA,Piper Jaffray,10,9.5,9.05,-9.5,-0.5,1,
Roka Bioscience  ,ROKA,BofA Merrill Lynch,12,12,12,0,0,1,
Terrapin 3 Acquisition ,TRTLU,Deutsche Bank,10,10,10.01,0.1,0,1,
TerraForm Power ,TERP,Goldman Sachs,25,33.35,33.09,32.36,8.35,3,
Trupanion ,TRUP,RBC Capital Markets,10,11.25,11.4,14,1.25,1,
TubeMogul ,TUBE,BofA Merrill Lynch,7,9,11.5,64.29,2,1,
Medical Transcription Billing  ,MTBC,Chardan Capital Markets,5,5,4.28,-14.4,0,1,
Immune Design ,IMDZ,Jefferies,12,12.41,12.05,0.42,0.41,1,
Townsquare Media ,TSQ,BofA Merrill Lynch,11,10.74,10.25,-6.82,-0.26,1,
Advanced Drainage Systems  (WMS),WMS,Barclays,16,16.05,16.15,0.94,0.05,1,
El Pollo Loco Holdings  ,LOCO,Jefferies,15,19,24.03,60.2,4,3,
Innocoll GmbH   ,INNL,Piper,9,9,9,0,0,1,
Ocular Therapeutix  ,OCUL,Morgan Stanley,13,13,13.5,3.85,0,1,
Orion Engineered Carbons S.a r.l. ,OEC,Morgan Stanley,18,17.8,17.75,-1.39,-0.2,1,
ContraFect ,CFRXU,Maxim Group LLC,6,7.15,6.45,7.5,1.15,1,
Spark Energy ,SPKE,Baird,18,18,17.87,-0.72,0,1,Missed
Westlake Chemical Partners  (WLKP),WLKP,Barclays,24,30.28,30.78,28.25,6.28,3,
Avalanche Biotechnologies ,AAVL,Jefferies,17,25,27.99,64.65,8,3,
Catalent ,CTLT,Morgan Stanley,20.5,20,19.99,-2.49,-0.5,2,Missed
Macrocure ,MCUR,Credit Suisse,10,9,7.25,-27.5,-1,1,
Marinus Pharmaceuticals   ,MRNS,Stifel,8,8.01,8,0,0.01,1,
Synchrony Financial   ,SYF,Goldman Sachs,23,23,23,0,0,1,
Transocean Partners  ,RIGP,Morgan Stanley,22,22,24.3,10.45,0,3,
Vascular Biogenics   ,VBLX,Deutsche Bank,12,11,10.25,-14.58,-1,1,
FCB Financial Holdings ,FCB,Deutsche Bank,22,20.5,20.94,-4.82,-1.5,1,
Mobileye N.V.  ,MBLY,Goldman Sachs,25,36,37,48,11,3,
VTTI Energy Partners LP  ,VTTI,Citigroup,21,21,22.1,5.24,0,3,
Auris Medical Holding AG  ,EARS,Jefferies,6,6.1,6,0,0.1,1,
Hoegh LNG Partners LP,HMLP,Citigroup,20,21.99,22.25,11.25,1.99,2,
iDreamSky Technology ,DSKY,Credit Suisse,15,17.5,16.1,7.33,2.5,3,
T2 Biosystems ,TTOO,Goldman Sachs,11,15.95,14.32,30.18,4.95,2,
Independence Contract Drilling  ,ICD,Morgan Stanley,11,11,11.06,0.55,0,1,
Ryerson Holding ,RYI,BofA Merrill Lynch,11,10.35,10.3,-6.36,-0.65,2,
Sino Mercury Acquisition ,SMACU,Cantor,10,10,10.03,0.3,0,1,
Affimed Therapeutics B.V. ,AFMD,Jefferies,7,6.83,5.7,-18.57,-0.17,2,Missed
ReWalk Robotics ,RWLK,Barclays,12,12,25.6,113.33,0,1,
Civitas Solutions  ,CIVI,Barclays,17,17,16.61,-2.29,0,1,
Tokai Pharmaceuticals  ,TKAI,BMO Capital Markets,15,18.63,23.76,58.4,3.63,2,
Foamix Ltd.   ,FOMX,Barclays,6,8,6.22,3.67,2,1,
ProQR Therapeutics B.V.  ,PRQR,Leerink Partners,13,19.9,14.73,13.31,6.9,2,
Alibaba Group Holding  ,BABA,Credit Suisse,68,92.7,93.89,38.07,24.7,4,
Citizens Financial Group   ,CFG,Morgan Stanley,21.5,21.5,23.08,7.35,0,1,
Medley Management  ,MDLY,Goldman Sachs,18,16.99,16.4,-8.89,-1.01,1,
Smart & Final Stores ,SFS,Credit Suisse,12,13.1,12.01,0.08,1.1,3,
Vitae Pharmaceuticals   ,VTAE,Stifel,8,8,7.61,-4.88,0,2,Missed
Travelport Worldwide LTD ,TVPT,Morgan Stanley,16,17.69,16.4,2.5,1.69,1,
DT Asia Investments Ltd  ,CADTU,EarlyBirdCapital,10,10,9.99,-0.1,0,1,
Vascular Biogenics   ,VBLT,Deutsche Bank,6,6.02,5.85,-2.5,0.02,1,
Vivint Solar  ,VSLR,Goldman Sachs,16,17.38,16.01,0.06,1.38,3,
AR Capital Acquisition   ,AUMAU,Citigroup,10,9.66,9.74,-2.6,-0.34,1,
Atento S.A.   ,ATTO,Morgan Stanley,15,13.75,12.96,-13.6,-1.25,1,
Calithera Biosciences  ,CALA,Citigroup,10,10.22,9.41,-5.9,0.22,1,
JP Energy Partners LP ,JPEP,Barclays,20,20.5,19.11,-4.45,0.5,1,
VWR Corp ,VWR,BofA Merrill Lynch,21,21,21.05,0.24,0,1,
Wayfair  ,W,Goldman Sachs,29,36,37.72,30.07,7,3,
Dermira ,DERM,Citigroup,16,18,15.55,-2.81,2,1,
FMSA,FMSA,Morgan Stanley,16,16.55,16.01,0.06,0.55,1,
Yodlee  ,YDLE,Goldman Sachs,12,18.81,13.44,12,6.81,3,
Eagle Point Credit ,ECC,Deutsche Bank,20,19.2,19.16,-4.2,-0.8,1,
HubSpot ,HUBS,Morgan Stanley,25,32.95,30.1,20.4,7.95,3,
MOL Global   ,MOLG,Citigroup,12.5,10.75,8.14,-34.88,-1.75,1,
OM Asset Management Ltd ,OMAM,BofA Merrill Lynch,14,14,13.95,-0.36,0,1,
USD Partners LP  ,USDP,Citigroup,17,15.8,16,-5.88,-1.2,1,
Dave & Buster's Entertainment  ,PLAY,Jefferies,16,17,17.28,8,1,2,
Diplomat Pharmacy  ,DPLO,Credit Suisse,13,16,16.02,23.23,3,2,
"Dominion Midstream Partners, LP   (DM)",DM,Barclays,21,22.5,26.41,25.76,1.5,2,
Forward Pharma A/S  ,FWP,Leerink Partners,21,18.99,17.5,-16.67,-2.01,2,Missed
Great Western Bancorp ,GWB,Deutsche Bank,18,18,18,0,0,1,
Atara Biotherapeutics ,ATRA,Goldman Sachs,11,9.89,10.65,-3.18,-1.11,1,
Zayo Group Holdings ,ZAYO,Morgan Stanley,19,21.5,22,15.79,2.5,1,
Proteon Therapeutics ,PRTO,Stifel,10,11.3,10.03,0.3,1.3,1,
Hydra Industries Acquisition  ,HDRAU,UBS Investment Bank,10,9.78,9.93,-0.7,-0.22,1,
"Shell Midstream Partners, L.P.  ",SHLX,Barclays,23,32.06,33.55,45.87,9.06,3,
Sientra ,SIEN,Piper Jaffray,15,16.74,16.75,11.67,1.74,2,
Fifth Street Asset Management  ,FSAM,Morgan Stanley,17,16,13.37,-21.35,-1,1,
Antero Midstream Partners LP  (AM),AM,Barclays,25,30.5,28.03,12.12,5.5,3,
Xenon Pharmaceuticals  ,XENE,Jefferies,9,10.02,10.5,16.67,1.02,1,
Freshpet ,FRPT,Goldman Sachs,15,19.75,19.11,27.4,4.75,3,
INC Research Holdings ,INCR,Goldman Sachs,18.5,20.1,20.49,10.76,1.6,2,
Joint Corp. (The)   ,JYNT,Roth Capital Partners,6.5,6.62,6.58,1.23,0.12,1,
Axalta Coating Systems Ltd   ,AXTA,Citigroup,19.5,20.94,20.75,6.41,1.44,2,
Capnia  ,CAPN/CAPNW,Maxim Group LLC,6.5,5.8,4.51,-30.62,-0.7,1,
Navios Maritime Midstream Partners LP ,NAP,BofA Merrill Lynch,15,13.2,13.8,-8,-1.8,1,
PRA Health Sciences  ,PRAH,Jefferies,18,18.87,19.62,9,0.87,1,
Sky Solar Holdings ,SKYS,Roth Capital Partners,8,8.26,9.15,14.38,0.26,1,
